"OrderID","CustomerID","EmployeeID","OrderDate","RequiredDate","ShippedDate","ShipVia","Freight","ShipName","ShipAddress","ShipCity","ShipPostalCode","ShipCountry","ShipRegion","CountryCode"
"10598","RATTC","1","1997-07-14 00:00:00","1997-08-11 00:00:00","1997-07-18 00:00:00","3","44.42","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","87110","USA","NM","US"
"10761","RATTC","5","1997-12-02 00:00:00","1997-12-30 00:00:00","1997-12-08 00:00:00","2","18.66","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","87110","USA","NM","US"
"10820","RATTC","3","1998-01-07 00:00:00","1998-02-04 00:00:00","1998-01-13 00:00:00","2","37.52","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","87110","USA","NM","US"
"10852","RATTC","8","1998-01-26 00:00:00","1998-02-09 00:00:00","1998-01-30 00:00:00","1","174.05","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","87110","USA","NM","US"
"10889","RATTC","9","1998-02-16 00:00:00","1998-03-16 00:00:00","1998-02-23 00:00:00","3","280.61","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","87110","USA","NM","US"
"10988","RATTC","3","1998-03-31 00:00:00","1998-04-28 00:00:00","1998-04-10 00:00:00","2","61.14","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","87110","USA","NM","US"
"11000","RATTC","2","1998-04-06 00:00:00","1998-05-04 00:00:00","1998-04-14 00:00:00","3","55.12","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","87110","USA","NM","US"
"11077","RATTC","1","1998-05-06 00:00:00","1998-06-03 00:00:00","","2","8.53","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","87110","USA","NM","US"
"10624","THECR","4","1997-08-07 00:00:00","1997-09-04 00:00:00","1997-08-19 00:00:00","2","94.8","The Cracker Box","55 Grizzly Peak Rd.","Butte","59801","USA","MT","US"
"10775","THECR","7","1997-12-12 00:00:00","1998-01-09 00:00:00","1997-12-26 00:00:00","1","20.25","The Cracker Box","55 Grizzly Peak Rd.","Butte","59801","USA","MT","US"
"11003","THECR","3","1998-04-06 00:00:00","1998-05-04 00:00:00","1998-04-08 00:00:00","3","14.91","The Cracker Box","55 Grizzly Peak Rd.","Butte","59801","USA","MT","US"
"10310","THEBI","8","1996-09-20 00:00:00","1996-10-18 00:00:00","1996-09-27 00:00:00","2","17.52","The Big Cheese","89 Jefferson Way Suite 2","Portland","97201","USA","OR","US"
"10708","THEBI","6","1997-10-17 00:00:00","1997-11-28 00:00:00","1997-11-05 00:00:00","2","2.96","The Big Cheese","89 Jefferson Way Suite 2","Portland","97201","USA","OR","US"
"10805","THEBI","2","1997-12-30 00:00:00","1998-01-27 00:00:00","1998-01-09 00:00:00","3","237.34","The Big Cheese","89 Jefferson Way Suite 2","Portland","97201","USA","OR","US"
"10992","THEBI","1","1998-04-01 00:00:00","1998-04-29 00:00:00","1998-04-03 00:00:00","3","4.27","The Big Cheese","89 Jefferson Way Suite 2","Portland","97201","USA","OR","US"
"10528","GREAL","6","1997-05-06 00:00:00","1997-05-20 00:00:00","1997-05-09 00:00:00","2","3.35","Great Lakes Food Market","2732 Baker Blvd.","Eugene","97403","USA","OR","US"
"10589","GREAL","8","1997-07-04 00:00:00","1997-08-01 00:00:00","1997-07-14 00:00:00","2","4.42","Great Lakes Food Market","2732 Baker Blvd.","Eugene","97403","USA","OR","US"
"10616","GREAL","1","1997-07-31 00:00:00","1997-08-28 00:00:00","1997-08-05 00:00:00","2","116.53","Great Lakes Food Market","2732 Baker Blvd.","Eugene","97403","USA","OR","US"
"10617","GREAL","4","1997-07-31 00:00:00","1997-08-28 00:00:00","1997-08-04 00:00:00","2","18.53","Great Lakes Food Market","2732 Baker Blvd.","Eugene","97403","USA","OR","US"
"10656","GREAL","6","1997-09-04 00:00:00","1997-10-02 00:00:00","1997-09-10 00:00:00","1","57.15","Great Lakes Food Market","2732 Baker Blvd.","Eugene","97403","USA","OR","US"
"10681","GREAL","3","1997-09-25 00:00:00","1997-10-23 00:00:00","1997-09-30 00:00:00","3","76.13","Great Lakes Food Market","2732 Baker Blvd.","Eugene","97403","USA","OR","US"
"10816","GREAL","4","1998-01-06 00:00:00","1998-02-03 00:00:00","1998-02-04 00:00:00","2","719.78","Great Lakes Food Market","2732 Baker Blvd.","Eugene","97403","USA","OR","US"
"10936","GREAL","3","1998-03-09 00:00:00","1998-04-06 00:00:00","1998-03-18 00:00:00","2","33.68","Great Lakes Food Market","2732 Baker Blvd.","Eugene","97403","USA","OR","US"
"11006","GREAL","3","1998-04-07 00:00:00","1998-05-05 00:00:00","1998-04-15 00:00:00","2","25.19","Great Lakes Food Market","2732 Baker Blvd.","Eugene","97403","USA","OR","US"
"11040","GREAL","4","1998-04-22 00:00:00","1998-05-20 00:00:00","","3","18.84","Great Lakes Food Market","2732 Baker Blvd.","Eugene","97403","USA","OR","US"
"11061","GREAL","4","1998-04-30 00:00:00","1998-06-11 00:00:00","","3","14.01","Great Lakes Food Market","2732 Baker Blvd.","Eugene","97403","USA","OR","US"
"10269","WHITC","5","1996-07-31 00:00:00","1996-08-14 00:00:00","1996-08-09 00:00:00","1","4.56","White Clover Markets","1029 - 12th Ave. S.","Seatle","98124","USA","WA","US"
"10344","WHITC","4","1996-11-01 00:00:00","1996-11-29 00:00:00","1996-11-05 00:00:00","2","23.29","White Clover Markets","1029 - 12th Ave. S.","Seattle","98124","USA","WA","US"
"10469","WHITC","1","1997-03-10 00:00:00","1997-04-07 00:00:00","1997-03-14 00:00:00","1","60.18","White Clover Markets","1029 - 12th Ave. S.","Seattle","98124","USA","WA","US"
"10483","WHITC","7","1997-03-24 00:00:00","1997-04-21 00:00:00","1997-04-25 00:00:00","2","15.28","White Clover Markets","1029 - 12th Ave. S.","Seattle","98124","USA","WA","US"
"10504","WHITC","4","1997-04-11 00:00:00","1997-05-09 00:00:00","1997-04-18 00:00:00","3","59.13","White Clover Markets","1029 - 12th Ave. S.","Seattle","98124","USA","WA","US"
"10596","WHITC","8","1997-07-11 00:00:00","1997-08-08 00:00:00","1997-08-12 00:00:00","1","16.34","White Clover Markets","1029 - 12th Ave. S.","Seattle","98124","USA","WA","US"
"10693","WHITC","3","1997-10-06 00:00:00","1997-10-20 00:00:00","1997-10-10 00:00:00","3","139.34","White Clover Markets","1029 - 12th Ave. S.","Seattle","98124","USA","WA","US"
"10696","WHITC","8","1997-10-08 00:00:00","1997-11-19 00:00:00","1997-10-14 00:00:00","3","102.55","White Clover Markets","1029 - 12th Ave. S.","Seattle","98124","USA","WA","US"
"10723","WHITC","3","1997-10-30 00:00:00","1997-11-27 00:00:00","1997-11-25 00:00:00","1","21.72","White Clover Markets","1029 - 12th Ave. S.","Seattle","98124","USA","WA","US"
"10740","WHITC","4","1997-11-13 00:00:00","1997-12-11 00:00:00","1997-11-25 00:00:00","2","81.88","White Clover Markets","1029 - 12th Ave. S.","Seattle","98124","USA","WA","US"
"10861","WHITC","4","1998-01-30 00:00:00","1998-02-27 00:00:00","1998-02-17 00:00:00","2","14.93","White Clover Markets","1029 - 12th Ave. S.","Seattle","98124","USA","WA","US"
"10904","WHITC","3","1998-02-24 00:00:00","1998-03-24 00:00:00","1998-02-27 00:00:00","3","162.95","White Clover Markets","1029 - 12th Ave. S.","Seattle","98124","USA","WA","US"
"11032","WHITC","2","1998-04-17 00:00:00","1998-05-15 00:00:00","1998-04-23 00:00:00","3","606.19","White Clover Markets","1029 - 12th Ave. S.","Seattle","98124","USA","WA","US"
"11066","WHITC","7","1998-05-01 00:00:00","1998-05-29 00:00:00","1998-05-04 00:00:00","2","44.72","White Clover Markets","1029 - 12th Ave. S.","Seattle","98124","USA","WA","US"
"10271","SPLIR","6","1996-08-01 00:00:00","1996-08-29 00:00:00","1996-08-30 00:00:00","2","4.54","Split Rail Beer & Ale","P.O. Box 555","Lander","82520","USA","WY","US"
"10329","SPLIR","4","1996-10-15 00:00:00","1996-11-26 00:00:00","1996-10-23 00:00:00","2","191.67","Split Rail Beer & Ale","P.O. Box 555","Lander","82520","USA","WY","US"
"10349","SPLIR","7","1996-11-08 00:00:00","1996-12-06 00:00:00","1996-11-15 00:00:00","1","8.63","Split Rail Beer & Ale","P.O. Box 555","Lander","82520","USA","WY","US"
"10369","SPLIR","8","1996-12-02 00:00:00","1996-12-30 00:00:00","1996-12-09 00:00:00","2","195.68","Split Rail Beer & Ale","P.O. Box 555","Lander","82520","USA","WY","US"
"10385","SPLIR","1","1996-12-17 00:00:00","1997-01-14 00:00:00","1996-12-23 00:00:00","2","30.96","Split Rail Beer & Ale","P.O. Box 555","Lander","82520","USA","WY","US"
"10432","SPLIR","3","1997-01-31 00:00:00","1997-02-14 00:00:00","1997-02-07 00:00:00","2","4.34","Split Rail Beer & Ale","P.O. Box 555","Lander","82520","USA","WY","US"
"10756","SPLIR","8","1997-11-27 00:00:00","1997-12-25 00:00:00","1997-12-02 00:00:00","2","73.21","Split Rail Beer & Ale","P.O. Box 555","Lander","82520","USA","WY","US"
"10821","SPLIR","1","1998-01-08 00:00:00","1998-02-05 00:00:00","1998-01-15 00:00:00","1","36.68","Split Rail Beer & Ale","P.O. Box 555","Lander","82520","USA","WY","US"
"10974","SPLIR","3","1998-03-25 00:00:00","1998-04-08 00:00:00","1998-04-03 00:00:00","3","12.96","Split Rail Beer & Ale","P.O. Box 555","Lander","82520","USA","WY","US"
"10375","HUNGC","3","1996-12-06 00:00:00","1997-01-03 00:00:00","1996-12-09 00:00:00","2","20.12","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","97827","USA","OR","US"
"10394","HUNGC","1","1996-12-25 00:00:00","1997-01-22 00:00:00","1997-01-03 00:00:00","3","30.34","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","97827","USA","OR","US"
"10415","HUNGC","3","1997-01-15 00:00:00","1997-02-12 00:00:00","1997-01-24 00:00:00","1","0.2","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","97827","USA","OR","US"
"10600","HUNGC","4","1997-07-16 00:00:00","1997-08-13 00:00:00","1997-07-21 00:00:00","1","45.13","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","97827","USA","OR","US"
"10660","HUNGC","8","1997-09-08 00:00:00","1997-10-06 00:00:00","1997-10-15 00:00:00","1","111.29","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","97827","USA","OR","US"
"10579","LETSS","1","1997-06-25 00:00:00","1997-07-23 00:00:00","1997-07-04 00:00:00","2","13.73","Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","94117","USA","CA","US"
"10719","LETSS","8","1997-10-27 00:00:00","1997-11-24 00:00:00","1997-11-05 00:00:00","2","51.44","Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","94117","USA","CA","US"
"10735","LETSS","6","1997-11-10 00:00:00","1997-12-08 00:00:00","1997-11-21 00:00:00","2","45.97","Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","94117","USA","CA","US"
"10884","LETSS","4","1998-02-12 00:00:00","1998-03-12 00:00:00","1998-02-13 00:00:00","2","90.97","Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","94117","USA","CA","US"
"10482","LAZYK","1","1997-03-21 00:00:00","1997-04-18 00:00:00","1997-04-10 00:00:00","3","7.48","Lazy K Kountry Store","12 Orchestra Terrace","Walla Walla","99362","USA","WA","US"
"10545","LAZYK","8","1997-05-22 00:00:00","1997-06-19 00:00:00","1997-06-26 00:00:00","2","11.92","Lazy K Kountry Store","12 Orchestra Terrace","Walla Walla","99362","USA","WA","US"
"10574","TRAIH","4","1997-06-19 00:00:00","1997-07-17 00:00:00","1997-06-30 00:00:00","2","37.6","Trail's Head Gourmet Provisioners","722 DaVinci Blvd.","Kirkland","98034","USA","WA","US"
"10577","TRAIH","9","1997-06-23 00:00:00","1997-08-04 00:00:00","1997-06-30 00:00:00","2","25.41","Trail's Head Gourmet Provisioners","722 DaVinci Blvd.","Kirkland","98034","USA","WA","US"
"10822","TRAIH","6","1998-01-08 00:00:00","1998-02-05 00:00:00","1998-01-16 00:00:00","3","7","Trail's Head Gourmet Provisioners","722 DaVinci Blvd.","Kirkland","98034","USA","WA","US"
"10324","SAVEA","9","1996-10-08 00:00:00","1996-11-05 00:00:00","1996-10-10 00:00:00","1","214.27","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10393","SAVEA","1","1996-12-25 00:00:00","1997-01-22 00:00:00","1997-01-03 00:00:00","3","126.56","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10398","SAVEA","2","1996-12-30 00:00:00","1997-01-27 00:00:00","1997-01-09 00:00:00","3","89.16","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10440","SAVEA","4","1997-02-10 00:00:00","1997-03-10 00:00:00","1997-02-28 00:00:00","2","86.53","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10452","SAVEA","8","1997-02-20 00:00:00","1997-03-20 00:00:00","1997-02-26 00:00:00","1","140.26","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10510","SAVEA","6","1997-04-18 00:00:00","1997-05-16 00:00:00","1997-04-28 00:00:00","3","367.63","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10555","SAVEA","6","1997-06-02 00:00:00","1997-06-30 00:00:00","1997-06-04 00:00:00","3","252.49","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10603","SAVEA","8","1997-07-18 00:00:00","1997-08-15 00:00:00","1997-08-08 00:00:00","2","48.77","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10607","SAVEA","5","1997-07-22 00:00:00","1997-08-19 00:00:00","1997-07-25 00:00:00","1","200.24","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10612","SAVEA","1","1997-07-28 00:00:00","1997-08-25 00:00:00","1997-08-01 00:00:00","2","544.08","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10627","SAVEA","8","1997-08-11 00:00:00","1997-09-22 00:00:00","1997-08-21 00:00:00","3","107.46","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10657","SAVEA","2","1997-09-04 00:00:00","1997-10-02 00:00:00","1997-09-15 00:00:00","2","352.69","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10678","SAVEA","7","1997-09-23 00:00:00","1997-10-21 00:00:00","1997-10-16 00:00:00","3","388.98","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10700","SAVEA","3","1997-10-10 00:00:00","1997-11-07 00:00:00","1997-10-16 00:00:00","1","65.1","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10711","SAVEA","5","1997-10-21 00:00:00","1997-12-02 00:00:00","1997-10-29 00:00:00","2","52.41","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10713","SAVEA","1","1997-10-22 00:00:00","1997-11-19 00:00:00","1997-10-24 00:00:00","1","167.05","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10714","SAVEA","5","1997-10-22 00:00:00","1997-11-19 00:00:00","1997-10-27 00:00:00","3","24.49","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10722","SAVEA","8","1997-10-29 00:00:00","1997-12-10 00:00:00","1997-11-04 00:00:00","1","74.58","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10748","SAVEA","3","1997-11-20 00:00:00","1997-12-18 00:00:00","1997-11-28 00:00:00","1","232.55","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10757","SAVEA","6","1997-11-27 00:00:00","1997-12-25 00:00:00","1997-12-15 00:00:00","1","8.19","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10815","SAVEA","2","1998-01-05 00:00:00","1998-02-02 00:00:00","1998-01-14 00:00:00","3","14.62","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10847","SAVEA","4","1998-01-22 00:00:00","1998-02-05 00:00:00","1998-02-10 00:00:00","3","487.57","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10882","SAVEA","4","1998-02-11 00:00:00","1998-03-11 00:00:00","1998-02-20 00:00:00","3","23.1","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10894","SAVEA","1","1998-02-18 00:00:00","1998-03-18 00:00:00","1998-02-20 00:00:00","1","116.13","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10941","SAVEA","7","1998-03-11 00:00:00","1998-04-08 00:00:00","1998-03-20 00:00:00","2","400.81","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10983","SAVEA","2","1998-03-27 00:00:00","1998-04-24 00:00:00","1998-04-06 00:00:00","2","657.54","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10984","SAVEA","1","1998-03-30 00:00:00","1998-04-27 00:00:00","1998-04-03 00:00:00","3","211.22","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"11002","SAVEA","4","1998-04-06 00:00:00","1998-05-04 00:00:00","1998-04-16 00:00:00","1","141.16","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"11030","SAVEA","7","1998-04-17 00:00:00","1998-05-15 00:00:00","1998-04-27 00:00:00","2","830.75","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"11031","SAVEA","6","1998-04-17 00:00:00","1998-05-15 00:00:00","1998-04-24 00:00:00","2","227.22","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"11064","SAVEA","1","1998-05-01 00:00:00","1998-05-29 00:00:00","1998-05-04 00:00:00","1","30.09","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","ID","US"
"10298","HUNGO","6","1996-09-05 00:00:00","1996-10-03 00:00:00","1996-09-11 00:00:00","2","168.22","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","T12","IRELAND","Co. Cork","IE"
"10309","HUNGO","3","1996-09-19 00:00:00","1996-10-17 00:00:00","1996-10-23 00:00:00","1","47.3","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","T12","IRELAND","Co. Cork","IE"
"10335","HUNGO","7","1996-10-22 00:00:00","1996-11-19 00:00:00","1996-10-24 00:00:00","2","42.11","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","T12","IRELAND","Co. Cork","IE"
"10373","HUNGO","4","1996-12-05 00:00:00","1997-01-02 00:00:00","1996-12-11 00:00:00","3","124.12","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","T12","IRELAND","Co. Cork","IE"
"10380","HUNGO","8","1996-12-12 00:00:00","1997-01-09 00:00:00","1997-01-16 00:00:00","3","35.03","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","T12","IRELAND","Co. Cork","IE"
"10429","HUNGO","3","1997-01-29 00:00:00","1997-03-12 00:00:00","1997-02-07 00:00:00","2","56.63","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","T12","IRELAND","Co. Cork","IE"
"10503","HUNGO","6","1997-04-11 00:00:00","1997-05-09 00:00:00","1997-04-16 00:00:00","2","16.74","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","T12","IRELAND","Co. Cork","IE"
"10516","HUNGO","2","1997-04-24 00:00:00","1997-05-22 00:00:00","1997-05-01 00:00:00","3","62.78","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","T12","IRELAND","Co. Cork","IE"
"10567","HUNGO","1","1997-06-12 00:00:00","1997-07-10 00:00:00","1997-06-17 00:00:00","1","33.97","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","T12","IRELAND","Co. Cork","IE"
"10646","HUNGO","9","1997-08-27 00:00:00","1997-10-08 00:00:00","1997-09-03 00:00:00","3","142.33","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","T12","IRELAND","Co. Cork","IE"
"10661","HUNGO","7","1997-09-09 00:00:00","1997-10-07 00:00:00","1997-09-15 00:00:00","3","17.55","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","T12","IRELAND","Co. Cork","IE"
"10687","HUNGO","9","1997-09-30 00:00:00","1997-10-28 00:00:00","1997-10-30 00:00:00","2","296.43","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","T12","IRELAND","Co. Cork","IE"
"10701","HUNGO","6","1997-10-13 00:00:00","1997-10-27 00:00:00","1997-10-15 00:00:00","3","220.31","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","T12","IRELAND","Co. Cork","IE"
"10712","HUNGO","3","1997-10-21 00:00:00","1997-11-18 00:00:00","1997-10-31 00:00:00","1","89.93","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","T12","IRELAND","Co. Cork","IE"
"10736","HUNGO","9","1997-11-11 00:00:00","1997-12-09 00:00:00","1997-11-21 00:00:00","2","44.1","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","T12","IRELAND","Co. Cork","IE"
"10897","HUNGO","3","1998-02-19 00:00:00","1998-03-19 00:00:00","1998-02-25 00:00:00","2","603.54","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","T12","IRELAND","Co. Cork","IE"
"10912","HUNGO","2","1998-02-26 00:00:00","1998-03-26 00:00:00","1998-03-18 00:00:00","2","580.91","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","T12","IRELAND","Co. Cork","IE"
"10985","HUNGO","2","1998-03-30 00:00:00","1998-04-27 00:00:00","1998-04-02 00:00:00","1","91.51","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","T12","IRELAND","Co. Cork","IE"
"11063","HUNGO","3","1998-04-30 00:00:00","1998-05-28 00:00:00","1998-05-06 00:00:00","2","81.73","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","T12","IRELAND","Co. Cork","IE"
"10364","EASTC","1","1996-11-26 00:00:00","1997-01-07 00:00:00","1996-12-04 00:00:00","1","71.97","Eastern Connection","35 King George","London","WX3 6FW","UK","London","UK"
"10400","EASTC","1","1997-01-01 00:00:00","1997-01-29 00:00:00","1997-01-16 00:00:00","3","83.93","Eastern Connection","35 King George","London","WX3 6FW","UK","London","UK"
"10532","EASTC","7","1997-05-09 00:00:00","1997-06-06 00:00:00","1997-05-12 00:00:00","3","74.46","Eastern Connection","35 King George","London","WX3 6FW","UK","London","UK"
"10726","EASTC","4","1997-11-03 00:00:00","1997-11-17 00:00:00","1997-12-05 00:00:00","1","16.56","Eastern Connection","35 King George","London","WX3 6FW","UK","London","UK"
"10987","EASTC","8","1998-03-31 00:00:00","1998-04-28 00:00:00","1998-04-06 00:00:00","1","185.48","Eastern Connection","35 King George","London","WX3 6FW","UK","London","UK"
"11024","EASTC","4","1998-04-15 00:00:00","1998-05-13 00:00:00","1998-04-20 00:00:00","1","74.36","Eastern Connection","35 King George","London","WX3 6FW","UK","London","UK"
"11047","EASTC","7","1998-04-24 00:00:00","1998-05-22 00:00:00","1998-05-01 00:00:00","3","46.62","Eastern Connection","35 King George","London","WX3 6FW","UK","London","UK"
"11056","EASTC","8","1998-04-28 00:00:00","1998-05-12 00:00:00","1998-05-01 00:00:00","2","278.96","Eastern Connection","35 King George","London","WX3 6FW","UK","London","UK"
"10435","CONSH","8","1997-02-04 00:00:00","1997-03-18 00:00:00","1997-02-07 00:00:00","2","9.21","Consolidated Holdings","Berkeley Gardens 12  Brewery","London","WX1 6LT","UK","London","UK"
"10462","CONSH","2","1997-03-03 00:00:00","1997-03-31 00:00:00","1997-03-18 00:00:00","1","6.17","Consolidated Holdings","Berkeley Gardens 12  Brewery","London","WX1 6LT","UK","London","UK"
"10848","CONSH","7","1998-01-23 00:00:00","1998-02-20 00:00:00","1998-01-29 00:00:00","2","38.24","Consolidated Holdings","Berkeley Gardens 12  Brewery","London","WX1 6LT","UK","London","UK"
"10495","LAUGB","3","1997-04-03 00:00:00","1997-05-01 00:00:00","1997-04-11 00:00:00","3","4.65","Laughing Bacchus Wine Cellars","2319 Elm St.","Vancouver","V3F 2K1","CANADA","BC","CA"
"10620","LAUGB","2","1997-08-05 00:00:00","1997-09-02 00:00:00","1997-08-14 00:00:00","3","0.94","Laughing Bacchus Wine Cellars","2319 Elm St.","Vancouver","V3F 2K1","CANADA","BC","CA"
"10810","LAUGB","2","1998-01-01 00:00:00","1998-01-29 00:00:00","1998-01-07 00:00:00","3","4.33","Laughing Bacchus Wine Cellars","2319 Elm St.","Vancouver","V3F 2K1","CANADA","BC","CA"
"10389","BOTTM","4","1996-12-20 00:00:00","1997-01-17 00:00:00","1996-12-24 00:00:00","2","47.42","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","T2F 8M4","CANADA","BC","CA"
"10410","BOTTM","3","1997-01-10 00:00:00","1997-02-07 00:00:00","1997-01-15 00:00:00","3","2.4","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","T2F 8M4","CANADA","BC","CA"
"10411","BOTTM","9","1997-01-10 00:00:00","1997-02-07 00:00:00","1997-01-21 00:00:00","3","23.65","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","T2F 8M4","CANADA","BC","CA"
