OrderID,CustomerID,OrderDate,Year,Qtr,UnitPrice,Quantity,Discount,TotPurchase
10260,OTTIK,7/19/1996 0:00,1996,3,12,21,0.25,189
10261,QUEDE,7/19/1996 0:00,1996,3,8,20,0,160
10261,QUEDE,7/19/1996 0:00,1996,3,14.4,20,0,288
10262,RATTC,7/22/1996 0:00,1996,3,17,12,0.2,163.2
10262,RATTC,7/22/1996 0:00,1996,3,24,15,0,360
10262,RATTC,7/22/1996 0:00,1996,3,30.4,2,0,60.8
10263,ERNSH,7/23/1996 0:00,1996,3,13.9,60,0.25,625.5
10263,ERNSH,7/23/1996 0:00,1996,3,3.6,28,0,100.8
10263,ERNSH,7/23/1996 0:00,1996,3,20.7,60,0.25,931.5
10263,ERNSH,7/23/1996 0:00,1996,3,8,36,0.25,216
10264,FOLKO,7/24/1996 0:00,1996,3,15.2,35,0,532
10264,FOLKO,7/24/1996 0:00,1996,3,7.7,25,0.15,163.63
10265,BLONP,7/25/1996 0:00,1996,3,31.2,30,0,936
10265,BLONP,7/25/1996 0:00,1996,3,12,20,0,240
10266,WARTH,7/26/1996 0:00,1996,3,30.4,12,0.05,346.56
10267,FRANK,7/29/1996 0:00,1996,3,14.7,50,0,735
10267,FRANK,7/29/1996 0:00,1996,3,44,70,0.15,2618
10267,FRANK,7/29/1996 0:00,1996,3,14.4,15,0.15,183.6
10268,GROSR,7/30/1996 0:00,1996,3,99,10,0,990
10268,GROSR,7/30/1996 0:00,1996,3,27.8,4,0,111.2
10269,WHITC,7/31/1996 0:00,1996,3,2,60,0.05,114
10269,WHITC,7/31/1996 0:00,1996,3,27.8,20,0.05,528.2
10270,WARTH,8/1/1996 0:00,1996,3,15.2,30,0,456
10270,WARTH,8/1/1996 0:00,1996,3,36.8,25,0,920
10271,SPLIR,8/1/1996 0:00,1996,3,2,24,0,48
10272,RATTC,8/2/1996 0:00,1996,3,64.8,6,0,388.8
10272,RATTC,8/2/1996 0:00,1996,3,10,40,0,400
10272,RATTC,8/2/1996 0:00,1996,3,27.8,24,0,667.2
10273,QUICK,8/5/1996 0:00,1996,3,24.8,24,0.05,565.44
10273,QUICK,8/5/1996 0:00,1996,3,10,15,0.05,142.5
10273,QUICK,8/5/1996 0:00,1996,3,2,20,0,40
10273,QUICK,8/5/1996 0:00,1996,3,14.7,60,0.05,837.9
10273,QUICK,8/5/1996 0:00,1996,3,14.4,33,0.05,451.44
10274,VINET,8/6/1996 0:00,1996,3,17.2,20,0,344
10274,VINET,8/6/1996 0:00,1996,3,27.8,7,0,194.6
10275,MAGAA,8/7/1996 0:00,1996,3,3.6,12,0.05,41.04
10275,MAGAA,8/7/1996 0:00,1996,3,44,6,0.05,250.8
10276,TORTU,8/8/1996 0:00,1996,3,24.8,15,0,372
10276,TORTU,8/8/1996 0:00,1996,3,4.8,10,0,48
10277,MORGK,8/9/1996 0:00,1996,3,36.4,20,0,728
10277,MORGK,8/9/1996 0:00,1996,3,39.4,12,0,472.8
10278,BERGS,8/12/1996 0:00,1996,3,15.5,16,0,248
10278,BERGS,8/12/1996 0:00,1996,3,44,15,0,660
10278,BERGS,8/12/1996 0:00,1996,3,35.1,8,0,280.8
10278,BERGS,8/12/1996 0:00,1996,3,12,25,0,300
10279,LEHMS,8/13/1996 0:00,1996,3,31.2,15,0.25,351
10280,BERGS,8/14/1996 0:00,1996,3,3.6,12,0,43.2
10280,BERGS,8/14/1996 0:00,1996,3,19.2,20,0,384
10280,BERGS,8/14/1996 0:00,1996,3,6.2,30,0,186
10281,ROMEY,8/14/1996 0:00,1996,3,7.3,1,0,7.3
10281,ROMEY,8/14/1996 0:00,1996,3,3.6,6,0,21.6
10281,ROMEY,8/14/1996 0:00,1996,3,14.4,4,0,57.6
10282,ROMEY,8/15/1996 0:00,1996,3,20.7,6,0,124.2
10282,ROMEY,8/15/1996 0:00,1996,3,15.6,2,0,31.2
10283,LILAS,8/16/1996 0:00,1996,3,12.4,20,0,248
10283,LILAS,8/16/1996 0:00,1996,3,7.3,18,0,131.4
10283,LILAS,8/16/1996 0:00,1996,3,27.2,35,0,952
10283,LILAS,8/16/1996 0:00,1996,3,27.8,3,0,83.4
10284,LEHMS,8/19/1996 0:00,1996,3,35.1,15,0.25,394.88
10284,LEHMS,8/19/1996 0:00,1996,3,15.5,21,0,325.5
10284,LEHMS,8/19/1996 0:00,1996,3,27.2,20,0.25,408
10284,LEHMS,8/19/1996 0:00,1996,3,11.2,5,0.25,42
10285,QUICK,8/20/1996 0:00,1996,3,14.4,45,0.2,518.4
10285,QUICK,8/20/1996 0:00,1996,3,14.7,40,0.2,470.4
10285,QUICK,8/20/1996 0:00,1996,3,26.2,36,0.2,754.56
10286,QUICK,8/21/1996 0:00,1996,3,14.4,100,0,1440
10286,QUICK,8/21/1996 0:00,1996,3,39.4,40,0,1576
10287,RICAR,8/22/1996 0:00,1996,3,13.9,40,0.15,472.6
10287,RICAR,8/22/1996 0:00,1996,3,11.2,20,0,224
10287,RICAR,8/22/1996 0:00,1996,3,9.6,15,0.15,122.4
10288,REGGC,8/23/1996 0:00,1996,3,5.9,10,0.1,53.1
10288,REGGC,8/23/1996 0:00,1996,3,10,3,0.1,27
10289,BSBEV,8/26/1996 0:00,1996,3,8,30,0,240
10289,BSBEV,8/26/1996 0:00,1996,3,26.6,9,0,239.4
10290,COMMI,8/27/1996 0:00,1996,3,17,20,0,340
10290,COMMI,8/27/1996 0:00,1996,3,99,15,0,1485
10290,COMMI,8/27/1996 0:00,1996,3,16,15,0,240
10290,COMMI,8/27/1996 0:00,1996,3,10.4,10,0,104
10291,QUEDE,8/27/1996 0:00,1996,3,4.8,20,0.1,86.4
10291,QUEDE,8/27/1996 0:00,1996,3,15.5,24,0.1,334.8
10291,QUEDE,8/27/1996 0:00,1996,3,42.4,2,0.1,76.32
10292,TRADH,8/28/1996 0:00,1996,3,64.8,20,0,1296
10293,TORTU,8/29/1996 0:00,1996,3,50,12,0,600
10293,TORTU,8/29/1996 0:00,1996,3,3.6,10,0,36
10293,TORTU,8/29/1996 0:00,1996,3,35.1,5,0,175.5
10293,TORTU,8/29/1996 0:00,1996,3,6.2,6,0,37.2
10294,RATTC,8/30/1996 0:00,1996,3,14.4,18,0,259.2
10294,RATTC,8/30/1996 0:00,1996,3,31.2,15,0,468
10294,RATTC,8/30/1996 0:00,1996,3,36.8,15,0,552
10294,RATTC,8/30/1996 0:00,1996,3,27.2,21,0,571.2
10294,RATTC,8/30/1996 0:00,1996,3,6.2,6,0,37.2
10295,VINET,9/2/1996 0:00,1996,3,30.4,4,0,121.6
10296,LILAS,9/3/1996 0:00,1996,3,16.8,12,0,201.6
10296,LILAS,9/3/1996 0:00,1996,3,13.9,30,0,417
10296,LILAS,9/3/1996 0:00,1996,3,28.8,15,0,432
10297,BLONP,9/4/1996 0:00,1996,3,14.4,60,0,864
10297,BLONP,9/4/1996 0:00,1996,3,27.8,20,0,556
10298,HUNGO,9/5/1996 0:00,1996,3,15.2,40,0,608
10298,HUNGO,9/5/1996 0:00,1996,3,15.2,40,0.25,456
10298,HUNGO,9/5/1996 0:00,1996,3,44,30,0.25,990
10298,HUNGO,9/5/1996 0:00,1996,3,39.4,15,0,591
10299,RICAR,9/6/1996 0:00,1996,3,7.3,15,0,109.5
10299,RICAR,9/6/1996 0:00,1996,3,12,20,0,240
10300,MAGAA,9/9/1996 0:00,1996,3,13.6,30,0,408
10300,MAGAA,9/9/1996 0:00,1996,3,10,20,0,200
10301,WANDK,9/9/1996 0:00,1996,3,14.7,10,0,147
10301,WANDK,9/9/1996 0:00,1996,3,30.4,20,0,608
10302,SUPRD,9/10/1996 0:00,1996,3,31.2,40,0,1248
10302,SUPRD,9/10/1996 0:00,1996,3,36.4,28,0,1019.2
10302,SUPRD,9/10/1996 0:00,1996,3,36.8,12,0,441.6
10303,GODOS,9/11/1996 0:00,1996,3,14.7,40,0.1,529.2
10303,GODOS,9/11/1996 0:00,1996,3,16.8,30,0.1,453.6
10303,GODOS,9/11/1996 0:00,1996,3,10,15,0.1,135
10304,TORTU,9/12/1996 0:00,1996,3,16,30,0,480
10304,TORTU,9/12/1996 0:00,1996,3,44,10,0,440
10304,TORTU,9/12/1996 0:00,1996,3,17.2,2,0,34.4
10305,OLDWO,9/13/1996 0:00,1996,3,50,25,0.1,1125
10305,OLDWO,9/13/1996 0:00,1996,3,99,25,0.1,2227.5
10305,OLDWO,9/13/1996 0:00,1996,3,14.4,30,0.1,388.8
10306,ROMEY,9/16/1996 0:00,1996,3,20.7,10,0,207
10306,ROMEY,9/16/1996 0:00,1996,3,26.2,10,0,262
10306,ROMEY,9/16/1996 0:00,1996,3,5.9,5,0,29.5
10307,LONEP,9/17/1996 0:00,1996,3,39.4,10,0,394
10307,LONEP,9/17/1996 0:00,1996,3,10,3,0,30
10308,ANATR,9/18/1996 0:00,1996,3,28.8,1,0,28.8
10308,ANATR,9/18/1996 0:00,1996,3,12,5,0,60
10309,HUNGO,9/19/1996 0:00,1996,3,17.6,20,0,352
10309,HUNGO,9/19/1996 0:00,1996,3,20,30,0,600
10309,HUNGO,9/19/1996 0:00,1996,3,11.2,2,0,22.4
10309,HUNGO,9/19/1996 0:00,1996,3,36.8,20,0,736
10309,HUNGO,9/19/1996 0:00,1996,3,17.2,3,0,51.6
10310,THEBI,9/20/1996 0:00,1996,3,13.9,10,0,139
10310,THEBI,9/20/1996 0:00,1996,3,39.4,5,0,197
10311,DUMON,9/20/1996 0:00,1996,3,11.2,6,0,67.2
10311,DUMON,9/20/1996 0:00,1996,3,28.8,7,0,201.6
10312,WANDK,9/23/1996 0:00,1996,3,36.4,4,0,145.6
10312,WANDK,9/23/1996 0:00,1996,3,36.8,24,0,883.2
10312,WANDK,9/23/1996 0:00,1996,3,26.2,20,0,524
10312,WANDK,9/23/1996 0:00,1996,3,6.2,10,0,62
10313,QUICK,9/24/1996 0:00,1996,3,15.2,12,0,182.4
10314,RATTC,9/25/1996 0:00,1996,3,25.6,40,0.1,921.6
10314,RATTC,9/25/1996 0:00,1996,3,10.6,30,0.1,286.2
10314,RATTC,9/25/1996 0:00,1996,3,39.4,25,0.1,886.5
10315,ISLAT,9/26/1996 0:00,1996,3,11.2,14,0,156.8
10315,ISLAT,9/26/1996 0:00,1996,3,12,30,0,360
10316,RATTC,9/27/1996 0:00,1996,3,7.7,10,0,77
10316,RATTC,9/27/1996 0:00,1996,3,39.4,70,0,2758
10317,LONEP,9/30/1996 0:00,1996,3,14.4,20,0,288
10318,ISLAT,10/1/1996 0:00,1996,4,7.7,20,0,154
10318,ISLAT,10/1/1996 0:00,1996,4,14.4,6,0,86.4
10319,TORTU,10/2/1996 0:00,1996,4,31.2,8,0,249.6
10319,TORTU,10/2/1996 0:00,1996,4,36.4,14,0,509.6
10319,TORTU,10/2/1996 0:00,1996,4,14.4,30,0,432
10320,WARTH,10/3/1996 0:00,1996,4,17.2,30,0,516
10321,ISLAT,10/3/1996 0:00,1996,4,14.4,10,0,144
10322,PERIC,10/4/1996 0:00,1996,4,5.6,20,0,112
10323,KOENE,10/7/1996 0:00,1996,4,12.4,5,0,62
10323,KOENE,10/7/1996 0:00,1996,4,11.2,4,0,44.8
10323,KOENE,10/7/1996 0:00,1996,4,14.4,4,0,57.6
10324,SAVEA,10/8/1996 0:00,1996,4,13.9,21,0.15,248.11
10324,SAVEA,10/8/1996 0:00,1996,4,14.4,70,0.15,856.8
10324,SAVEA,10/8/1996 0:00,1996,4,9.6,30,0,288
10324,SAVEA,10/8/1996 0:00,1996,4,44,40,0.15,1496
10324,SAVEA,10/8/1996 0:00,1996,4,35.1,80,0.15,2386.8
10325,KOENE,10/9/1996 0:00,1996,4,20,6,0,120
10325,KOENE,10/9/1996 0:00,1996,4,4.8,12,0,57.6
10325,KOENE,10/9/1996 0:00,1996,4,18.6,9,0,167.4
10325,KOENE,10/9/1996 0:00,1996,4,10,4,0,40
10325,KOENE,10/9/1996 0:00,1996,4,27.8,40,0,1112
10326,BOLID,10/10/1996 0:00,1996,4,17.6,24,0,422.4
10326,BOLID,10/10/1996 0:00,1996,4,15.6,16,0,249.6
10326,BOLID,10/10/1996 0:00,1996,4,6.2,50,0,310
10327,FOLKO,10/11/1996 0:00,1996,4,15.2,25,0.2,304
10327,FOLKO,10/11/1996 0:00,1996,4,16.8,50,0.2,672
10327,FOLKO,10/11/1996 0:00,1996,4,20.7,35,0.2,579.6
10327,FOLKO,10/11/1996 0:00,1996,4,10.6,30,0.2,254.4
10328,FURIB,10/14/1996 0:00,1996,4,44,9,0,396
10328,FURIB,10/14/1996 0:00,1996,4,16.8,40,0,672
10328,FURIB,10/14/1996 0:00,1996,4,10,10,0,100
10329,SPLIR,10/15/1996 0:00,1996,4,7.3,10,0.05,69.35
10329,SPLIR,10/15/1996 0:00,1996,4,20.7,8,0.05,157.32
10329,SPLIR,10/15/1996 0:00,1996,4,210.8,20,0.05,4005.2
10329,SPLIR,10/15/1996 0:00,1996,4,30.4,12,0.05,346.56
10330,LILAS,10/16/1996 0:00,1996,4,24.9,50,0.15,1058.25
10330,LILAS,10/16/1996 0:00,1996,4,27.8,25,0.15,590.75
10331,BONAP,10/16/1996 0:00,1996,4,5.9,15,0,88.5
10332,MEREP,10/17/1996 0:00,1996,4,50,40,0.2,1600
10332,MEREP,10/17/1996 0:00,1996,4,11.2,10,0.2,89.6
10332,MEREP,10/17/1996 0:00,1996,4,7.6,16,0.2,97.28
10333,WARTH,10/18/1996 0:00,1996,4,18.6,10,0,186
10333,WARTH,10/18/1996 0:00,1996,4,8,10,0.1,72
10333,WARTH,10/18/1996 0:00,1996,4,17.2,40,0.1,619.2
10334,VICTE,10/21/1996 0:00,1996,4,5.6,8,0,44.8
10334,VICTE,10/21/1996 0:00,1996,4,10,10,0,100
10335,HUNGO,10/22/1996 0:00,1996,4,15.2,7,0.2,85.12
10335,HUNGO,10/22/1996 0:00,1996,4,10,25,0.2,200
10335,HUNGO,10/22/1996 0:00,1996,4,25.6,6,0.2,122.88
10335,HUNGO,10/22/1996 0:00,1996,4,42.4,48,0.2,1628.16
10336,PRINI,10/23/1996 0:00,1996,4,17.6,18,0.1,285.12
10337,FRANK,10/24/1996 0:00,1996,4,7.2,40,0,288
10337,FRANK,10/24/1996 0:00,1996,4,24.9,24,0,597.6
10337,FRANK,10/24/1996 0:00,1996,4,15.2,20,0,304
10337,FRANK,10/24/1996 0:00,1996,4,20.8,28,0,582.4
10337,FRANK,10/24/1996 0:00,1996,4,27.8,25,0,695
10338,OLDWO,10/25/1996 0:00,1996,4,31.2,20,0,624
10338,OLDWO,10/25/1996 0:00,1996,4,20.7,15,0,310.5
10339,MEREP,10/28/1996 0:00,1996,4,17.6,10,0,176
10339,MEREP,10/28/1996 0:00,1996,4,31.2,70,0.05,2074.8
10339,MEREP,10/28/1996 0:00,1996,4,39.4,28,0,1103.2
10340,BONAP,10/29/1996 0:00,1996,4,50,20,0.05,950
10340,BONAP,10/29/1996 0:00,1996,4,7.7,12,0.05,87.78
10340,BONAP,10/29/1996 0:00,1996,4,36.8,40,0.05,1398.4
10341,SIMOB,10/29/1996 0:00,1996,4,2,8,0,16
10341,SIMOB,10/29/1996 0:00,1996,4,44,9,0.15,336.6
10342,FRANK,10/30/1996 0:00,1996,4,15.2,24,0.2,291.84
10342,FRANK,10/30/1996 0:00,1996,4,10,56,0.2,448
10342,FRANK,10/30/1996 0:00,1996,4,15.2,40,0.2,486.4
10342,FRANK,10/30/1996 0:00,1996,4,19.2,40,0.2,614.4
10343,LEHMS,10/31/1996 0:00,1996,4,26.6,50,0,1330
10343,LEHMS,10/31/1996 0:00,1996,4,10,4,0.05,38
10343,LEHMS,10/31/1996 0:00,1996,4,14.4,15,0,216
10344,WHITC,11/1/1996 0:00,1996,4,17.6,35,0,616
10344,WHITC,11/1/1996 0:00,1996,4,32,70,0.25,1680
10345,QUICK,11/4/1996 0:00,1996,4,32,70,0,2240
10345,QUICK,11/4/1996 0:00,1996,4,7.3,80,0,584
10345,QUICK,11/4/1996 0:00,1996,4,11.2,9,0,100.8
10346,RATTC,11/5/1996 0:00,1996,4,31.2,36,0.1,1010.88
10346,RATTC,11/5/1996 0:00,1996,4,30.4,20,0,608
10347,FAMIA,11/6/1996 0:00,1996,4,11.2,10,0,112
10347,FAMIA,11/6/1996 0:00,1996,4,14.4,50,0.15,612
10347,FAMIA,11/6/1996 0:00,1996,4,14.7,4,0,58.8
10347,FAMIA,11/6/1996 0:00,1996,4,6.2,6,0.15,31.62
10348,WANDK,11/7/1996 0:00,1996,4,14.4,15,0.15,183.6
10348,WANDK,11/7/1996 0:00,1996,4,7.2,25,0,180
10349,SPLIR,11/8/1996 0:00,1996,4,5.9,24,0,141.6
10350,LAMAI,11/11/1996 0:00,1996,4,13,15,0.1,175.5
10350,LAMAI,11/11/1996 0:00,1996,4,28.8,18,0.1,466.56
10351,ERNSH,11/11/1996 0:00,1996,4,210.8,20,0.05,4005.2
10351,ERNSH,11/11/1996 0:00,1996,4,7.7,13,0,100.1
10351,ERNSH,11/11/1996 0:00,1996,4,15.5,77,0.05,1133.83
10351,ERNSH,11/11/1996 0:00,1996,4,16.8,10,0.05,159.6
10352,FURIB,11/12/1996 0:00,1996,4,3.6,10,0,36
10352,FURIB,11/12/1996 0:00,1996,4,5.9,20,0.15,100.3
10353,PICCO,11/13/1996 0:00,1996,4,16.8,12,0.2,161.28
10353,PICCO,11/13/1996 0:00,1996,4,210.8,50,0.2,8432
10354,PERIC,11/14/1996 0:00,1996,4,14.4,12,0,172.8
10354,PERIC,11/14/1996 0:00,1996,4,99,4,0,396
10355,AROUT,11/15/1996 0:00,1996,4,3.6,25,0,90
10355,AROUT,11/15/1996 0:00,1996,4,15.6,25,0,390
10356,WANDK,11/18/1996 0:00,1996,4,10,30,0,300
10356,WANDK,11/18/1996 0:00,1996,4,19.2,12,0,230.4
10356,WANDK,11/18/1996 0:00,1996,4,28.8,20,0,576
10357,LILAS,11/19/1996 0:00,1996,4,24.8,30,0.2,595.2
10357,LILAS,11/19/1996 0:00,1996,4,24.9,16,0,398.4
10357,LILAS,11/19/1996 0:00,1996,4,27.2,8,0.2,174.08
10358,LAMAI,11/20/1996 0:00,1996,4,3.6,10,0.05,34.2
10358,LAMAI,11/20/1996 0:00,1996,4,11.2,10,0.05,106.4
10358,LAMAI,11/20/1996 0:00,1996,4,15.2,20,0.05,288.8
10359,SEVES,11/21/1996 0:00,1996,4,13.9,56,0.05,739.48
10359,SEVES,11/21/1996 0:00,1996,4,10,70,0.05,665
10359,SEVES,11/21/1996 0:00,1996,4,27.2,80,0.05,2067.2
10360,BLONP,11/22/1996 0:00,1996,4,36.4,30,0,1092
10360,BLONP,11/22/1996 0:00,1996,4,99,35,0,3465
10360,BLONP,11/22/1996 0:00,1996,4,210.8,10,0,2108
10360,BLONP,11/22/1996 0:00,1996,4,16,35,0,560
10360,BLONP,11/22/1996 0:00,1996,4,5.9,28,0,165.2
10361,QUICK,11/22/1996 0:00,1996,4,14.4,54,0.1,699.84
10361,QUICK,11/22/1996 0:00,1996,4,27.2,55,0.1,1346.4
10362,BONAP,11/25/1996 0:00,1996,4,11.2,50,0,560
10362,BONAP,11/25/1996 0:00,1996,4,42.4,20,0,848
10362,BONAP,11/25/1996 0:00,1996,4,5.9,24,0,141.6
10363,DRACD,11/26/1996 0:00,1996,4,10,20,0,200
10363,DRACD,11/26/1996 0:00,1996,4,6.2,12,0,74.4
10363,DRACD,11/26/1996 0:00,1996,4,14.4,12,0,172.8
10364,EASTC,11/26/1996 0:00,1996,4,28.8,30,0,864
10364,EASTC,11/26/1996 0:00,1996,4,17.2,5,0,86
10365,ANTON,11/27/1996 0:00,1996,4,16.8,24,0,403.2
10366,GALED,11/28/1996 0:00,1996,4,16.8,5,0,84
10366,GALED,11/28/1996 0:00,1996,4,10.4,5,0,52
10367,VAFFE,11/28/1996 0:00,1996,4,11.2,36,0,403.2
10367,VAFFE,11/28/1996 0:00,1996,4,5.9,18,0,106.2
10367,VAFFE,11/28/1996 0:00,1996,4,16.8,15,0,252
10367,VAFFE,11/28/1996 0:00,1996,4,10.4,7,0,72.8
10368,ERNSH,11/29/1996 0:00,1996,4,8,5,0.1,36
10368,ERNSH,11/29/1996 0:00,1996,4,36.4,13,0.1,425.88
10368,ERNSH,11/29/1996 0:00,1996,4,15.6,25,0,390
10368,ERNSH,11/29/1996 0:00,1996,4,26.6,35,0.1,837.9
10369,SPLIR,12/2/1996 0:00,1996,4,99,20,0,1980
10369,SPLIR,12/2/1996 0:00,1996,4,30.4,18,0.25,410.4
10370,CHOPS,12/3/1996 0:00,1996,4,14.4,15,0.15,183.6
10370,CHOPS,12/3/1996 0:00,1996,4,26.6,30,0,798
10370,CHOPS,12/3/1996 0:00,1996,4,8,20,0.15,136
10371,LAMAI,12/3/1996 0:00,1996,4,15.2,6,0.2,72.96
10372,QUEEN,12/4/1996 0:00,1996,4,64.8,12,0.25,583.2
10372,QUEEN,12/4/1996 0:00,1996,4,210.8,40,0.25,6324
10372,QUEEN,12/4/1996 0:00,1996,4,27.2,70,0.25,1428
10372,QUEEN,12/4/1996 0:00,1996,4,27.8,42,0.25,875.7
10373,HUNGO,12/5/1996 0:00,1996,4,10.6,80,0.2,678.4
10373,HUNGO,12/5/1996 0:00,1996,4,17.2,50,0.2,688
10374,WOLZA,12/5/1996 0:00,1996,4,10,30,0,300
10374,WOLZA,12/5/1996 0:00,1996,4,10.6,15,0,159
10375,HUNGC,12/6/1996 0:00,1996,4,18.6,15,0,279
10375,HUNGC,12/6/1996 0:00,1996,4,5.9,10,0,59
10376,MEREP,12/9/1996 0:00,1996,4,10,42,0.05,399
10377,SEVES,12/9/1996 0:00,1996,4,36.4,20,0.15,618.8
10377,SEVES,12/9/1996 0:00,1996,4,14.4,20,0.15,244.8
10378,FOLKO,12/10/1996 0:00,1996,4,17.2,6,0,103.2
10379,QUEDE,12/11/1996 0:00,1996,4,7.7,8,0.1,55.44
10379,QUEDE,12/11/1996 0:00,1996,4,35.1,16,0.1,505.44
10379,QUEDE,12/11/1996 0:00,1996,4,16.8,20,0.1,302.4
10380,HUNGO,12/12/1996 0:00,1996,4,20.7,18,0.1,335.34
10380,HUNGO,12/12/1996 0:00,1996,4,26.2,20,0.1,471.6
10380,HUNGO,12/12/1996 0:00,1996,4,27.2,6,0.1,146.88
10380,HUNGO,12/12/1996 0:00,1996,4,12,30,0,360
10381,LILAS,12/12/1996 0:00,1996,4,8,14,0,112
10382,ERNSH,12/13/1996 0:00,1996,4,17,32,0,544
10382,ERNSH,12/13/1996 0:00,1996,4,50,9,0,450
10382,ERNSH,12/13/1996 0:00,1996,4,99,14,0,1386
10382,ERNSH,12/13/1996 0:00,1996,4,2,60,0,120
10382,ERNSH,12/13/1996 0:00,1996,4,8,50,0,400
10383,AROUT,12/16/1996 0:00,1996,4,4.8,20,0,96
10383,AROUT,12/16/1996 0:00,1996,4,13,15,0,195
10383,AROUT,12/16/1996 0:00,1996,4,30.4,20,0,608
10384,BERGS,12/16/1996 0:00,1996,4,64.8,28,0,1814.4
10384,BERGS,12/16/1996 0:00,1996,4,27.2,15,0,408
10385,SPLIR,12/17/1996 0:00,1996,4,24,10,0.2,192
10385,SPLIR,12/17/1996 0:00,1996,4,27.2,20,0.2,435.2
10385,SPLIR,12/17/1996 0:00,1996,4,10,8,0.2,64
10386,FAMIA,12/18/1996 0:00,1996,4,3.6,15,0,54
10386,FAMIA,12/18/1996 0:00,1996,4,11.2,10,0,112
10387,SANTG,12/18/1996 0:00,1996,4,3.6,15,0,54
10387,SANTG,12/18/1996 0:00,1996,4,36.4,6,0,218.4
10387,SANTG,12/18/1996 0:00,1996,4,44,12,0,528
10387,SANTG,12/18/1996 0:00,1996,4,17.2,15,0,258
10388,SEVES,12/19/1996 0:00,1996,4,7.6,15,0.2,91.2
10388,SEVES,12/19/1996 0:00,1996,4,5.6,20,0.2,89.6
10388,SEVES,12/19/1996 0:00,1996,4,26.2,40,0,1048
10389,BOTTM,12/20/1996 0:00,1996,4,24.8,16,0,396.8
10389,BOTTM,12/20/1996 0:00,1996,4,19.2,15,0,288
10389,BOTTM,12/20/1996 0:00,1996,4,39.4,20,0,788
10389,BOTTM,12/20/1996 0:00,1996,4,12,30,0,360
10390,ERNSH,12/23/1996 0:00,1996,4,10,60,0.1,540
10390,ERNSH,12/23/1996 0:00,1996,4,14.4,40,0.1,518.4
10390,ERNSH,12/23/1996 0:00,1996,4,9.6,45,0,432
10390,ERNSH,12/23/1996 0:00,1996,4,27.8,24,0.1,600.48
10391,DRACD,12/23/1996 0:00,1996,4,4.8,18,0,86.4
10392,PICCO,12/24/1996 0:00,1996,4,28.8,50,0,1440
10393,SAVEA,12/25/1996 0:00,1996,4,15.2,25,0.25,285
10393,SAVEA,12/25/1996 0:00,1996,4,18.6,42,0.25,585.9
10393,SAVEA,12/25/1996 0:00,1996,4,11.2,7,0.25,58.8
10393,SAVEA,12/25/1996 0:00,1996,4,24.9,70,0.25,1307.25
